City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
268,Derzhavinsk,KZ,51.1,66.3167,7.12,86,59,7.27,broken clouds
269,Labuhan,ID,-6.8844,112.2051,76.14,87,100,8.5,overcast clouds
270,Jalu,LY,29.0331,21.5482,54.05,54,45,17.72,scattered clouds
271,Kelo,TD,9.3086,15.8066,72.91,14,27,6.31,scattered clouds
272,Hervey Bay,AU,-25.2986,152.8535,76.03,86,100,21.21,overcast clouds
273,Port Lincoln,AU,-34.7333,135.8667,63.64,68,82,16.87,broken clouds
274,Linhares,BR,-19.3911,-40.0722,75.11,93,94,4.59,overcast clouds
275,Naze,JP,28.3667,129.4833,54.52,76,100,17.36,overcast clouds
276,East London,ZA,-33.0153,27.9116,71.15,84,100,13.33,light rain
277,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,79,46,13.11,scattered clouds
278,Bandar-E Lengeh,IR,26.5579,54.8807,67.82,58,0,6.67,clear sky
279,Iquitos,PE,-3.7481,-73.2472,78.84,89,75,4.61,broken clouds
280,Pisco,PE,-13.7,-76.2167,73.45,68,0,24.16,clear sky
281,Saldanha,ZA,-33.0117,17.9442,63.12,81,6,16.55,clear sky
282,Austin,US,30.2672,-97.7431,30.78,88,100,4.0,overcast clouds
283,Guerrero Negro,MX,27.9769,-114.0611,64.06,24,0,14.72,clear sky
284,Qasigiannguit,GL,68.8193,-51.1922,17.85,67,100,11.97,overcast clouds
285,Arman,RU,59.7,150.1667,2.64,75,29,10.65,scattered clouds
286,Corrente,BR,-3.7367,-43.3394,78.24,79,92,3.0,overcast clouds
287,Tambun,ID,-6.2641,107.0712,75.09,81,100,3.85,overcast clouds
288,Birin,NP,26.8865,88.0718,45.63,63,100,3.8,light rain
289,Gazanjyk,TM,39.2446,55.5154,48.99,38,100,9.89,overcast clouds
290,San Patricio,US,28.017,-97.5169,39.29,74,100,20.6,light rain
291,Amot,NO,59.5714,7.9877,28.76,98,100,5.14,light snow
292,Mon,IN,26.75,95.1,48.76,93,50,3.58,scattered clouds
293,Vung Tau,VN,10.346,107.0843,76.42,84,14,15.88,few clouds
294,Awbari,LY,26.5921,12.7805,49.46,47,0,3.27,clear sky
295,Khorixas,NA,-20.3667,14.9667,68.86,54,3,9.55,clear sky
296,Mabaruma,GY,8.2,-59.7833,74.44,90,30,4.85,scattered clouds
297,Henties Bay,NA,-22.116,14.2845,68.86,83,0,7.7,clear sky
298,Miramar,US,25.9873,-80.2323,78.03,75,40,12.66,scattered clouds
299,Grand Gaube,MU,-20.0064,57.6608,80.38,84,100,13.0,overcast clouds
300,Kiunga,PG,-6.1219,141.2906,75.6,83,79,2.86,broken clouds
301,Kungurtug,RU,50.5994,97.5228,-13.38,99,99,0.94,overcast clouds
302,Tacoronte,ES,28.4769,-16.4102,67.14,56,0,8.99,clear sky
303,Gualeguaychu,AR,-33.0094,-58.5172,74.86,49,100,7.81,light rain
304,Nizhniy Kuranakh,RU,58.8353,125.4869,-10.61,99,100,3.38,overcast clouds
305,Kimberley,ZA,-28.7323,24.7623,68.54,62,83,6.87,broken clouds
306,Mecca,SA,21.4267,39.8261,72.77,83,67,4.45,broken clouds
307,Dolzhanskaya,RU,46.6311,37.8039,33.91,97,100,14.05,light snow
308,Bilibino,RU,68.0546,166.4372,-7.76,65,0,4.54,clear sky
309,Krasnyy Chikoy,RU,50.3643,108.7512,-9.72,100,100,2.06,overcast clouds
310,Marsh Harbour,BS,26.5412,-77.0636,73.56,64,76,17.49,broken clouds
311,Vawkavysk,BY,53.1561,24.4513,19.29,99,100,4.5,overcast clouds
312,Lompoc,US,34.6391,-120.4579,70.11,47,0,12.66,clear sky
313,Camopi,GF,3.1655,-52.3158,72.81,98,100,3.91,overcast clouds
314,Lagoa,PT,39.05,-27.9833,57.58,73,100,13.78,overcast clouds
315,Sorong,ID,-0.8833,131.25,79.74,82,100,6.91,overcast clouds
316,Kargasok,RU,59.0556,80.8572,10.35,95,88,8.84,overcast clouds
317,Bathsheba,BB,13.2167,-59.5167,79.41,61,20,13.8,few clouds
318,Dicabisagan,PH,17.0818,122.4157,71.91,89,45,3.42,scattered clouds
319,Paamiut,GL,61.994,-49.6678,19.17,85,100,7.49,light snow
320,Izhma,RU,65.0083,53.9113,15.53,97,100,4.14,overcast clouds
321,Shingu,JP,33.7333,135.9833,40.91,73,91,6.53,overcast clouds
322,Sitka,US,57.0531,-135.33,39.09,93,100,3.44,moderate rain
323,Richards Bay,ZA,-28.783,32.0377,78.76,92,66,12.71,broken clouds
324,Toronto,CA,43.7001,-79.4163,20.08,76,100,3.0,overcast clouds
325,Dunedin,NZ,-45.8742,170.5036,50.23,94,100,2.66,moderate rain
326,Oistins,BB,13.0667,-59.5333,78.89,61,20,13.8,few clouds
327,Iquique,CL,-20.2208,-70.1431,69.84,73,16,8.28,few clouds
328,Palmer,US,42.1584,-72.3287,44.26,87,100,0.0,moderate rain
329,Soyo,AO,-6.1349,12.3689,78.04,74,91,6.67,overcast clouds
330,Aklavik,CA,68.2191,-135.0107,-23.08,99,90,4.38,overcast clouds
331,Erenhot,CN,43.6475,111.9767,-4.0,93,8,4.47,clear sky
332,Miri,MY,4.4148,114.0089,75.94,91,99,5.23,overcast clouds
333,Zhanakorgan,KZ,43.9098,67.2495,26.29,75,1,5.26,clear sky
334,Chabahar,IR,25.2919,60.643,69.08,48,0,7.36,clear sky
335,Daru,PG,-9.0763,143.2092,77.67,83,100,8.72,overcast clouds
336,Rio Gallegos,AR,-51.6226,-69.2181,53.65,54,40,17.27,scattered clouds
337,Altamira,BR,-3.2033,-52.2064,75.2,94,95,1.7,overcast clouds
338,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,77,40,8.05,scattered clouds
339,Belaya Gora,RU,68.5333,146.4167,-36.92,100,69,1.52,broken clouds
340,Flinders,AU,-34.5833,150.8552,65.8,86,82,11.99,light rain
341,Babati,TZ,-4.2167,35.75,62.11,91,100,2.35,light rain
342,Valleyview,CA,55.0667,-117.2859,0.7,93,100,3.71,light snow
343,Willowmore,ZA,-33.2926,23.4895,62.22,71,27,8.25,scattered clouds
344,Jibuti,DJ,11.5,42.5,69.22,65,2,10.89,clear sky
345,Sembe,CG,1.6481,14.5806,75.43,57,77,2.82,broken clouds
346,Ulaangom,MN,49.9811,92.0667,-22.54,86,44,3.49,scattered clouds
347,Karratha,AU,-20.7377,116.8463,81.7,74,42,5.17,scattered clouds
348,Broome,US,42.2506,-75.833,35.37,85,100,4.0,mist
349,Namatanai,PG,-3.6667,152.4333,80.92,78,91,11.83,light rain
350,Mitu,CO,1.1983,-70.1733,75.09,91,96,1.25,overcast clouds
351,Grindavik,IS,63.8424,-22.4338,25.27,74,75,20.71,broken clouds
352,The Valley,AI,18.217,-63.0578,78.94,73,40,6.91,scattered clouds
353,Constantine,DZ,36.365,6.6147,40.41,60,0,3.44,clear sky
354,Provideniya,RU,64.3833,-173.3,3.69,60,97,24.81,overcast clouds
355,Waipawa,NZ,-41.4122,175.5153,70.43,54,60,7.99,broken clouds
356,Cuamba,MZ,-14.8031,36.5372,70.68,82,19,0.78,few clouds
357,Hamilton,US,39.1834,-84.5333,28.67,93,100,3.0,snow
358,Zhangjiakou,CN,40.81,114.8794,5.27,64,11,7.52,light snow
359,Thompson,CA,55.7435,-97.8558,-8.07,85,82,7.2,broken clouds
360,Byron Bay,AU,-28.65,153.6167,76.05,80,90,17.78,light rain
361,Moerai,PF,-22.4333,-151.3333,78.96,77,32,14.14,scattered clouds
362,Santa Rosa,PH,14.3122,121.1114,75.11,82,75,6.51,broken clouds
363,Middle Island,US,40.8843,-72.9373,46.51,94,100,9.22,mist
364,Ayan,RU,56.45,138.1667,-3.64,72,100,16.35,overcast clouds
365,Prosvet,RU,55.5703,65.0825,24.8,87,100,15.99,overcast clouds
366,Mareeba,AU,-17.0,145.4333,74.12,96,100,3.58,light rain
367,Uarini,BR,-2.99,-65.1083,75.15,84,100,0.89,heavy intensity rain
368,Mehamn,NO,71.0357,27.8492,17.51,76,100,12.15,light snow
369,Margate,GB,51.3813,1.3862,48.96,85,98,15.99,overcast clouds
370,Boden,SE,65.8252,21.6886,-4.0,100,99,0.76,overcast clouds
371,Khonsa,IN,27.0167,95.5667,46.58,84,67,3.56,broken clouds
372,Nizhnyaya Omka,RU,55.4338,74.9426,10.96,88,100,10.11,overcast clouds
373,Vizinga,RU,61.0749,50.1031,7.99,98,90,3.87,overcast clouds
374,Mayo,US,38.8876,-76.5119,55.51,95,100,1.99,mist
375,Constitucion,CL,-35.3333,-72.4167,63.66,79,51,9.4,broken clouds
376,Altay,CN,47.8667,88.1167,4.06,64,2,7.72,clear sky
377,Dieppe,FR,49.75,1.1667,46.18,95,95,1.99,overcast clouds
378,Langenau,DE,48.4962,10.1185,44.91,92,100,6.33,overcast clouds
379,Imbituba,BR,-28.24,-48.6703,80.49,83,32,18.37,scattered clouds
380,Quelimane,MZ,-17.8786,36.8883,74.59,90,12,4.63,few clouds
381,Leningradskiy,RU,69.3833,178.4167,-12.55,84,2,8.59,clear sky
382,Toora-Khem,RU,52.4675,96.11,-22.63,100,92,0.83,overcast clouds
383,Buala,SB,-8.145,159.5921,79.93,87,100,13.42,moderate rain
384,Rocha,UY,-34.4833,-54.3333,73.18,89,100,6.93,light rain
385,Huarmey,PE,-10.0681,-78.1522,75.54,73,42,11.63,scattered clouds
386,New Ulm,US,44.3125,-94.4605,3.54,59,0,0.0,clear sky
387,Fortuna,US,40.5982,-124.1573,58.19,73,0,4.0,clear sky
388,Rongcheng,CN,30.634,117.8517,37.06,95,100,1.97,overcast clouds
389,Vadinsk,RU,53.6916,43.0574,25.16,97,100,8.41,snow
390,Kaeo,NZ,-35.1,173.7833,75.33,86,81,10.71,broken clouds
391,Teahupoo,PF,-17.8333,-149.2667,82.36,70,13,15.73,few clouds
392,Lima,PE,-12.0432,-77.0282,75.38,83,0,1.01,clear sky
393,Turukhansk,RU,65.8167,87.9833,3.81,95,100,11.95,light snow
394,Souillac,MU,-20.5167,57.5167,80.37,89,100,22.55,light rain
395,Baculin,PH,7.4525,126.5842,74.52,94,100,4.47,overcast clouds
396,Cambridge,CA,43.3601,-80.3127,17.15,74,100,3.0,overcast clouds
397,Urdoma,RU,61.7533,48.5442,14.2,97,98,3.4,light snow
398,Santa Maria,BR,-29.6842,-53.8069,83.8,51,85,13.82,overcast clouds
399,Calhoun,US,42.2506,-85.0005,19.38,60,100,8.05,overcast clouds
400,Luwingu,ZM,-10.2621,29.9271,63.54,96,97,5.55,light rain
401,Orange Cove,US,36.6244,-119.3137,64.29,44,40,2.73,scattered clouds
402,Victoria,HK,22.2855,114.1577,54.32,82,91,1.01,overcast clouds
403,Carutapera,BR,-1.195,-46.02,76.19,91,96,6.78,overcast clouds
404,Chara,RU,56.9064,118.2631,-23.73,90,73,0.63,broken clouds
405,Uuemoisa,EE,58.9394,23.5894,24.93,94,70,7.11,broken clouds
406,Ballina,AU,-28.8667,153.5667,67.78,97,99,19.3,light rain
407,Kabo,CF,7.6994,18.629,74.08,18,73,5.79,broken clouds
408,Nioro,GM,13.35,-15.75,81.09,15,0,0.38,clear sky
409,Changping,CN,40.2186,116.2197,20.84,40,0,7.02,clear sky
410,Doha,QA,25.2867,51.5333,62.91,85,0,0.0,clear sky
411,Polis,CY,35.0367,32.4264,51.62,93,91,10.58,overcast clouds
412,Morristown,US,36.214,-83.2949,57.9,80,40,0.0,scattered clouds
413,Bosaso,SO,11.2842,49.1816,72.61,74,0,1.97,clear sky
414,Puerto Escondido,MX,15.85,-97.0667,85.03,70,0,6.91,clear sky
415,Chulym,RU,55.0997,80.9572,1.45,97,42,7.81,scattered clouds
416,Ahipara,NZ,-35.1667,173.1667,74.26,79,87,14.38,overcast clouds
417,Sao Sebastiao,BR,-23.76,-45.4097,75.81,92,91,8.57,overcast clouds
418,Chumikan,RU,54.7183,135.315,-4.49,79,100,15.41,overcast clouds
419,Port Augusta,AU,-32.5,137.7667,65.71,46,0,7.94,clear sky
420,Ancud,CL,-41.8697,-73.8203,65.23,91,73,8.03,light rain
421,Vredendal,ZA,-31.6683,18.5012,64.6,63,0,11.72,clear sky
422,Jinchang,CN,38.4953,102.1739,16.48,39,0,1.21,clear sky
423,Benguela,AO,-12.5763,13.4055,75.33,74,65,3.69,broken clouds
424,Beyneu,KZ,45.3167,55.2,35.58,69,71,21.83,broken clouds
425,Araceli,PH,10.5529,119.9913,79.7,83,49,20.92,scattered clouds
426,Coos Bay,US,43.3665,-124.2179,55.85,89,0,10.36,clear sky
427,Port-Gentil,GA,-0.7193,8.7815,80.17,76,41,6.06,scattered clouds
428,Pacific Grove,US,36.6177,-121.9166,66.29,54,0,3.0,clear sky
429,Jiazi,CN,22.8779,116.067,54.03,80,99,10.07,overcast clouds
430,Port Hardy,CA,50.6996,-127.4199,43.75,93,100,11.5,light intensity drizzle
431,Mamedkala,RU,42.1677,48.1199,43.74,73,96,2.57,overcast clouds
432,Verkhoshizhemye,RU,58.011,49.1038,3.4,100,100,0.81,overcast clouds
433,Barahona,DO,18.2085,-71.1008,82.22,74,40,13.8,scattered clouds
434,Saint Anthony,US,45.0205,-93.218,6.93,46,0,1.01,clear sky
435,Kavieng,PG,-2.5744,150.7967,81.46,77,94,8.14,light rain
436,Muli,MV,2.9167,73.5667,81.09,70,73,5.7,broken clouds
437,Deputatskiy,RU,69.3,139.9,-25.1,97,98,2.86,overcast clouds
438,Ndago,TZ,-4.6,34.35,62.08,90,100,2.89,light rain
439,Libertador General San Martin,AR,-23.8064,-64.7876,75.36,89,95,4.41,overcast clouds
440,Takoradi,GH,4.8845,-1.7554,80.24,82,4,8.19,clear sky
441,Cristalina,BR,-16.7686,-47.6136,67.23,85,59,2.1,broken clouds
442,Tautira,PF,-17.7333,-149.15,87.82,71,22,15.35,few clouds
443,Plouzane,FR,48.3833,-4.6167,46.72,93,100,4.61,overcast clouds
444,Jimo,CN,36.3897,120.4622,24.58,68,0,4.47,clear sky
445,San Cristobal,VE,7.7669,-72.225,78.98,40,78,1.77,broken clouds
446,Ipameri,BR,-17.7219,-48.1597,73.17,82,81,4.23,broken clouds
447,Kerrville,US,30.0474,-99.1403,28.11,84,100,3.0,overcast clouds
448,Aksu,CN,41.1231,80.2644,25.34,54,100,3.65,overcast clouds
449,Sechura,PE,-5.5569,-80.8222,80.67,54,44,19.46,scattered clouds
450,Prinos,GR,40.75,24.5833,43.72,65,2,7.43,clear sky
451,Praxedis Guerrero,MX,31.3667,-106.0167,36.36,55,93,11.27,overcast clouds
452,Camocim,BR,-2.9022,-40.8411,80.53,79,89,15.28,overcast clouds
453,Invermere,CA,50.5167,-116.0354,16.43,63,99,1.74,overcast clouds
454,Bellinzona,CH,46.1928,9.017,46.35,75,91,0.0,overcast clouds
455,Ribeirao Branco,BR,-24.2208,-48.7656,67.64,98,77,3.98,broken clouds
456,Alofi,NU,-19.0595,-169.9187,81.57,76,100,17.52,light rain
457,Tazovskiy,RU,67.4667,78.7,1.51,97,100,7.94,overcast clouds
458,Johvi,EE,59.3592,27.4211,5.38,99,95,4.43,overcast clouds
459,Hay River,CA,60.8156,-115.7999,-14.82,64,20,8.05,few clouds
460,Sayyan,YE,15.1718,44.3244,50.83,31,7,2.95,clear sky
461,Banjarmasin,ID,-3.3244,114.591,75.34,93,100,0.96,overcast clouds
462,Manakara,MG,-22.1333,48.0167,75.4,91,96,8.32,moderate rain
463,Balaipungut,ID,1.05,101.2833,75.61,98,46,0.67,scattered clouds
464,Racale,IT,39.9631,18.0938,42.35,60,3,13.82,clear sky
465,Almeria,ES,37.1667,-2.3333,50.43,38,42,5.75,scattered clouds
466,Atakpame,TG,7.5333,1.1333,77.41,43,13,4.56,few clouds
467,Ishigaki,JP,24.3448,124.1572,64.53,100,75,5.75,broken clouds
468,Grand-Lahou,CI,5.1367,-5.0242,79.2,86,0,8.21,clear sky
469,Rawson,AR,-43.3002,-65.1023,71.04,53,48,7.49,scattered clouds
470,Yashkul,RU,46.1711,45.3435,37.08,88,98,4.16,overcast clouds
471,Jumla,NP,29.2747,82.1838,34.16,98,100,5.73,snow
472,Kalabagh,PK,32.965,71.557,48.87,88,0,4.5,clear sky
473,Korla,CN,41.7597,86.1469,25.09,49,100,7.25,overcast clouds
474,Olafsvik,IS,64.8945,-23.7142,25.68,77,93,25.08,overcast clouds
475,Salina,US,38.8403,-97.6114,23.18,38,0,13.8,clear sky
476,Asosa,ET,10.0667,34.5333,68.68,29,41,4.38,scattered clouds
477,Tahoua,NE,14.8888,5.2692,63.45,15,1,14.58,clear sky
478,Sept-Iles,CA,50.2001,-66.3821,9.12,54,75,11.01,broken clouds
479,Zheleznogorsk,RU,52.331,35.3711,22.66,97,100,1.43,light snow
480,Kaniama,CD,-7.5667,24.1833,65.05,99,100,1.52,light rain
481,Ngunguru,NZ,-35.6167,174.5,75.16,86,82,13.62,broken clouds
482,Barnaul,RU,53.3606,83.7636,9.32,85,100,2.24,overcast clouds
483,Hirado,JP,33.3597,129.5531,40.39,52,86,18.3,overcast clouds
484,Galle,LK,6.0367,80.217,73.51,87,1,4.97,clear sky
485,Impfondo,CG,1.6381,18.0667,72.54,39,76,3.15,broken clouds
486,Natal,BR,-5.795,-35.2094,82.62,78,20,9.22,few clouds
487,Hargeysa,SO,9.56,44.065,57.13,40,7,8.81,clear sky
488,Hami,CN,42.8,93.45,23.07,37,26,3.33,scattered clouds
489,Gornopravdinsk,RU,60.05,69.9,24.21,96,100,9.93,snow
490,Nurota,UZ,40.5614,65.6886,37.49,49,0,3.33,clear sky
491,Tahe,CN,52.3333,124.7333,-5.89,76,8,9.15,clear sky
492,Hanyang,CN,32.1371,105.5126,33.75,85,89,2.86,overcast clouds
493,Hohhot,CN,40.8106,111.6522,3.49,55,0,4.47,clear sky
494,Cascais,PT,38.6979,-9.4215,56.52,73,100,1.01,overcast clouds
495,Mehran,IR,33.1222,46.1646,65.68,37,100,11.48,overcast clouds
496,Funchal,PT,32.6333,-16.9,68.0,85,40,4.0,scattered clouds
497,Temir,KZ,49.1414,57.13,21.65,81,100,14.5,overcast clouds
498,Cangucu,BR,-31.395,-52.6756,75.45,57,81,7.9,broken clouds
499,Tolaga Bay,NZ,-38.3667,178.3,73.49,55,7,6.26,clear sky
500,Vila,PT,42.0304,-8.1588,45.32,89,100,2.98,overcast clouds
501,Nautla,MX,20.2167,-96.7833,69.75,88,51,22.12,broken clouds
502,Dondo,MZ,-19.6094,34.7431,76.51,89,6,5.97,clear sky
503,Pombas,CV,17.1503,-25.0201,69.58,81,1,11.16,clear sky
504,Mangan,IN,27.5167,88.5333,51.33,76,95,1.97,light rain
505,Ambilobe,MG,-13.2,49.05,76.06,91,100,6.31,overcast clouds
506,Tigil,RU,57.8,158.6667,5.65,93,88,4.25,overcast clouds
507,Mandan,US,46.8267,-100.8896,21.04,62,0,17.27,clear sky
508,Roma,US,43.2128,-75.4557,35.11,90,100,6.91,snow
509,Matagami,CA,49.7502,-77.6328,-7.49,54,0,6.91,clear sky
510,Matara,LK,5.9485,80.5353,73.04,88,1,4.36,clear sky
511,Pativilca,PE,-10.7,-77.7833,74.03,72,44,10.6,scattered clouds
512,Inta,RU,66.0317,60.1659,18.39,96,100,5.77,light snow
513,Yar-Sale,RU,66.8333,70.8333,-15.75,100,93,4.45,overcast clouds
514,Belozerskoye,RU,55.8214,65.5842,25.23,90,100,18.84,overcast clouds
515,Pangkalanbuun,ID,-2.6833,111.6167,72.79,98,90,2.35,overcast clouds
516,Agar,IN,23.7,76.0167,53.65,53,0,5.86,clear sky
517,Guarapari,BR,-20.6667,-40.4975,77.9,91,100,3.42,overcast clouds
518,Severo-Yeniseyskiy,RU,60.3725,93.0408,11.82,90,100,10.33,overcast clouds
519,Kalispell,US,48.1958,-114.3129,21.67,73,100,0.0,overcast clouds
520,Soc Trang,VN,9.6033,105.98,75.16,80,24,15.7,few clouds
521,Zhigansk,RU,66.7697,123.3711,-31.14,99,100,2.37,overcast clouds
522,Eltham,NZ,-39.4292,174.3,72.68,56,27,12.37,scattered clouds
523,Bairiki,KI,1.3292,172.9752,86.0,74,40,5.75,light rain
524,Alyangula,AU,-13.8483,136.4192,81.27,79,100,16.64,heavy intensity rain
525,Ntungamo,UG,-0.8833,29.65,69.49,62,99,3.67,overcast clouds
526,Tam Ky,VN,15.5667,108.4833,67.98,88,100,4.88,overcast clouds
527,Sao Gotardo,BR,-19.3111,-46.0489,67.62,88,78,3.74,moderate rain
528,Marquette,US,46.5333,-87.6335,8.33,64,100,5.91,overcast clouds
529,Manado,ID,1.487,124.8455,75.97,94,40,2.3,scattered clouds
530,Kingston,JM,17.997,-76.7936,81.55,80,20,4.0,few clouds
