City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
191,Kralendijk,BQ,12.15,-68.2667,80.58,74,40,14.97,scattered clouds
192,Upernavik,GL,72.7868,-56.1549,1.18,64,100,3.36,overcast clouds
193,Tura,IN,25.5198,90.2201,59.97,57,69,3.85,broken clouds
194,Ust-Barguzin,RU,53.45,108.9833,-11.36,97,99,4.09,overcast clouds
195,Brownsburg,US,39.8434,-86.3978,21.61,88,100,8.01,snow
196,Ola,RU,59.5833,151.2833,0.03,79,34,11.72,scattered clouds
197,Muroran,JP,42.3172,140.9881,25.05,70,99,22.15,overcast clouds
198,Provost,CA,52.3501,-110.2683,-4.49,90,98,9.1,overcast clouds
199,Mumford,GH,5.2618,-0.759,80.2,83,4,8.5,clear sky
200,Bengkulu,ID,-3.8004,102.2655,76.12,88,100,3.98,overcast clouds
201,Kudahuvadhoo,MV,2.6708,72.8944,80.92,74,92,7.29,overcast clouds
202,Ossora,RU,59.2353,163.0719,13.86,93,100,12.55,light snow
203,Chagoda,RU,59.164,35.3285,-0.49,100,100,1.79,overcast clouds
204,Nobres,BR,-14.7203,-56.3275,79.36,81,70,3.69,broken clouds
205,Homer,US,59.6425,-151.5483,37.29,75,100,3.44,overcast clouds
206,Sattahip,TH,12.6664,100.9007,77.18,88,20,4.61,few clouds
207,Chake Chake,TZ,-5.2459,39.7666,79.2,83,100,10.2,overcast clouds
208,Arlit,NE,18.7369,7.3853,58.62,16,1,9.06,clear sky
209,Merauke,ID,-8.4667,140.3333,80.55,81,95,12.19,overcast clouds
210,Luan,CH,46.3592,6.9759,37.02,92,100,4.0,overcast clouds
211,Loralai,PK,30.3705,68.598,40.59,29,0,7.7,clear sky
212,Mount Isa,AU,-20.7333,139.5,73.17,40,100,11.5,overcast clouds
213,Kenai,US,60.5544,-151.2583,24.15,93,100,26.46,light snow
214,Springbok,ZA,-29.6643,17.8865,65.59,54,0,5.5,clear sky
215,Bonthe,SL,7.5264,-12.505,77.86,84,0,7.25,clear sky
216,Dali,CN,25.7,100.1833,35.55,88,4,2.82,clear sky
217,Kokoda,PG,-8.8785,147.7407,79.95,68,92,1.66,overcast clouds
218,Fairbanks,US,64.8378,-147.7164,-1.52,68,75,5.75,broken clouds
219,Burns Lake,CA,54.2331,-125.7533,25.59,94,100,3.91,overcast clouds
220,Northam,GB,51.0333,-4.2167,51.03,93,100,19.64,overcast clouds
221,Malgrat De Mar,ES,41.6466,2.7414,57.06,95,99,7.0,overcast clouds
222,Sola,VU,-13.8833,167.55,76.89,93,100,15.79,moderate rain
223,Hasaki,JP,35.7333,140.8333,34.2,53,64,13.91,broken clouds
224,Vuktyl,RU,63.8567,57.3094,14.92,96,100,4.9,overcast clouds
225,Boyolangu,ID,-8.1181,111.8935,75.72,88,100,1.39,moderate rain
226,Sheridan,US,44.8333,-106.9173,30.58,42,0,4.0,clear sky
227,Holme,DK,56.1138,10.1725,44.17,94,100,11.79,overcast clouds
228,Norman Wells,CA,65.282,-126.8329,-25.76,98,38,0.76,scattered clouds
229,Chiang Klang,TH,19.2938,100.8617,65.16,78,1,1.36,clear sky
230,Gachala,CO,4.6924,-73.5204,76.75,57,97,3.18,overcast clouds
231,Jizan,SA,17.3333,42.6667,80.37,71,76,3.29,broken clouds
232,Saskylakh,RU,71.9167,114.0833,-17.41,97,99,1.14,overcast clouds
233,Kashan,IR,33.9831,51.4364,48.52,38,96,2.84,overcast clouds
234,Nuuk,GL,64.1835,-51.7216,16.41,86,75,10.36,light snow
235,Coquimbo,CL,-29.9533,-71.3436,67.73,72,0,11.5,clear sky
236,Bandarbeyla,SO,9.4942,50.8122,74.16,67,0,14.05,clear sky
237,Coahuayana,MX,18.7333,-103.6833,87.28,41,0,6.69,clear sky
238,Narsaq,GL,60.9167,-46.05,26.82,95,100,3.76,light snow
239,Hofn,IS,64.2539,-15.2082,29.71,58,99,25.34,overcast clouds
240,Carbonia,IT,39.1672,8.5222,49.01,82,49,2.39,scattered clouds
241,Ormara,PK,25.2088,64.6357,68.0,26,0,12.15,clear sky
242,Mugur-Aksy,RU,50.35,90.5,-10.66,89,18,5.97,few clouds
243,Vila Velha,BR,-20.3297,-40.2925,77.95,92,75,2.3,broken clouds
244,Geraldton,AU,-28.7667,114.6,83.12,29,0,12.66,clear sky
245,Najran,SA,17.4924,44.1277,61.02,31,12,4.14,few clouds
246,Klaksvik,FO,62.2266,-6.589,36.52,51,42,41.83,scattered clouds
247,Asmar,AF,35.0333,71.3581,36.03,28,0,14.23,clear sky
248,Brotas,BR,-22.2842,-48.1267,71.19,93,95,2.13,moderate rain
249,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,moderate rain
250,Pontianak,ID,-0.0333,109.3333,76.98,94,75,3.44,mist
251,Ribeira Grande,PT,38.5167,-28.7,58.77,76,100,19.26,overcast clouds
252,Nome,US,64.5011,-165.4064,6.87,52,0,33.38,clear sky
253,Chhatak,BD,25.0333,91.6667,61.9,59,73,4.74,broken clouds
254,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,68,40,8.95,scattered clouds
255,Sabang,ID,5.8933,95.3214,81.7,71,35,7.58,scattered clouds
256,Flic En Flac,MU,-20.2742,57.3631,80.53,90,100,26.19,moderate rain
257,Brigantine,US,39.4101,-74.3646,48.4,93,100,5.75,overcast clouds
258,Nikolskoye,RU,59.7035,30.7861,1.29,100,98,1.32,overcast clouds
259,Dingle,PH,10.9995,122.6711,74.3,93,95,8.59,overcast clouds
260,Akureyri,IS,65.6835,-18.0878,11.7,96,84,5.86,broken clouds
261,Porgera,PG,-5.4667,143.2,44.28,97,96,2.42,overcast clouds
262,Sinnamary,GF,5.3833,-52.95,76.64,89,80,11.65,broken clouds
263,Bukama,CD,-9.2,25.85,68.94,97,100,3.0,light rain
264,Belawan,ID,3.7755,98.6832,77.29,87,45,3.09,heavy intensity rain
265,Kampene,CD,-3.6,26.6667,67.05,99,95,1.9,overcast clouds
266,West Bay,KY,19.3667,-81.4167,81.07,80,2,1.99,clear sky
267,Rostovka,RU,55.3842,71.8891,17.47,83,100,13.06,overcast clouds
