City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
466,Atakpame,TG,77.41,few clouds,7.5333,1.1333,Hôtel sahélien
467,Ishigaki,JP,64.53,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
468,Grand-Lahou,CI,79.2,clear sky,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
469,Rawson,AR,71.04,scattered clouds,-43.3002,-65.1023,Hosteria Sampedro
472,Kalabagh,PK,48.87,clear sky,32.965,71.557,Paracha nimko shop
476,Asosa,ET,68.68,scattered clouds,10.0667,34.5333,Blendana Hotel Assosa
477,Tahoua,NE,63.45,clear sky,14.8888,5.2692,Bungalows Guesthouse
480,Kaniama,CD,65.05,light rain,-7.5667,24.1833,
481,Ngunguru,NZ,75.16,broken clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
483,Hirado,JP,40.39,overcast clouds,33.3597,129.5531,Samson Hotel
484,Galle,LK,73.51,clear sky,6.0367,80.217,Amangalla
485,Impfondo,CG,72.54,broken clouds,1.6381,18.0667,Auberge La Place de Jules
486,Natal,BR,82.62,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
487,Hargeysa,SO,57.13,clear sky,9.56,44.065,City Center Hotel
494,Cascais,PT,56.52,overcast clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
495,Mehran,IR,65.68,overcast clouds,33.1222,46.1646,بوتیک زنانه بهار
496,Funchal,PT,68.0,scattered clouds,32.6333,-16.9,Pestana Casino Park
498,Cangucu,BR,75.45,broken clouds,-31.395,-52.6756,Compacto 2D Centro Canela
499,Tolaga Bay,NZ,73.49,clear sky,-38.3667,178.3,Tolaga Bay Motel
500,Vila,PT,45.32,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
501,Nautla,MX,69.75,broken clouds,20.2167,-96.7833,Casa Blanca
502,Dondo,MZ,76.51,clear sky,-19.6094,34.7431,Arco Iris
503,Pombas,CV,69.58,clear sky,17.1503,-25.0201,Paul Paradis
504,Mangan,IN,51.33,light rain,27.5167,88.5333,Hotel Mout View
505,Ambilobe,MG,76.06,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
510,Matara,LK,73.04,clear sky,5.9485,80.5353,Amaloh Boutique Resort
511,Pativilca,PE,74.03,scattered clouds,-10.7,-77.7833,HOSTAL PATIVILCA
515,Pangkalanbuun,ID,72.79,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
516,Agar,IN,53.65,clear sky,23.7,76.0167,Bherav Mandir
517,Guarapari,BR,77.9,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
520,Soc Trang,VN,75.16,few clouds,9.6033,105.98,Phu Quy Hotel
522,Eltham,NZ,72.68,scattered clouds,-39.4292,174.3,Stonewall House Bed & Breakfast
523,Bairiki,KI,86.0,light rain,1.3292,172.9752,Tarawa Boutique Hotel
524,Alyangula,AU,81.27,heavy intensity rain,-13.8483,136.4192,Groote Eylandt Lodge
525,Ntungamo,UG,69.49,overcast clouds,-0.8833,29.65,The Crested Crane Bwindi Hotel
526,Tam Ky,VN,67.98,overcast clouds,15.5667,108.4833,Khách Sạn Đông Á
527,Sao Gotardo,BR,67.62,moderate rain,-19.3111,-46.0489,HOTEL BOMTEMPO
529,Manado,ID,75.97,scattered clouds,1.487,124.8455,Aryaduta Hotel
530,Kingston,JM,81.55,few clouds,17.997,-76.7936,The Jamaica Pegasus Hotel
531,Pell City,US,67.68,mist,33.5862,-86.2861,Hampton Inn Pell City
535,Ures,MX,65.12,clear sky,29.4333,-110.4,Hacienda Quinta Napoles
536,Alice Springs,AU,62.15,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
542,Samarai,PG,81.34,overcast clouds,-10.6167,150.6667,Nuli Sapi
543,Sumbe,AO,75.36,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
544,Nkoteng,CM,74.98,overcast clouds,4.5167,12.0333,Résidence OOCLO-Cannelle
545,Shimoda,JP,43.59,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
548,Road Town,VG,78.89,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
549,Gurupi,BR,77.77,broken clouds,-11.7292,-49.0686,Via Norte Hotel
551,Gamba,GA,74.88,overcast clouds,-2.65,10.0,
552,Durban,ZA,76.93,overcast clouds,-29.8579,31.0292,Hilton Durban
554,Marsa Matruh,EG,55.17,scattered clouds,31.3525,27.2453,Beau Site
555,Mackay,AU,76.68,moderate rain,-21.15,149.2,International Lodge Motel
557,Ikirun,NG,76.23,broken clouds,7.9167,4.6667,Turode Hotel
558,Xacmaz,AZ,41.88,broken clouds,41.4635,48.806,SAHİL HOTEL
559,Chiredzi,ZW,76.1,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
560,Keti Bandar,PK,68.27,clear sky,24.1447,67.4497,Haji laloo memon house
561,Kuala Terengganu,MY,80.55,scattered clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
565,Zacualpan,MX,85.62,overcast clouds,21.25,-105.1667,La Colorada B&B
566,Moussoro,TD,64.6,clear sky,13.6408,16.4901,Hôtel Salama
567,Anloga,GH,82.62,clear sky,5.7947,0.8973,Pin Drop Hotel
568,Padang,ID,73.45,overcast clouds,-0.9492,100.3543,Mercure Padang
570,Mayumba,GA,76.39,overcast clouds,-3.432,10.6554,LIKWALE LODGE
572,Aiquile,BO,67.87,light rain,-18.2041,-65.1807,Hotel Santa Ana
573,Wanning,CN,62.94,overcast clouds,18.8003,110.3967,Paradise Hotel
575,Codrington,AU,61.66,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
576,Sumenep,ID,77.23,overcast clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
577,General Pico,AR,88.39,clear sky,-35.6566,-63.7568,Euskadi Hotel
578,Ketchikan,US,44.58,moderate rain,55.3422,-131.6461,Snow's Cove Lodge
579,Bantogon,PH,76.71,overcast clouds,6.5333,124.0333,Kalamansig Greenhome
581,Yarim,YE,51.08,clear sky,14.298,44.3779,وليد المسوري ابو اسد
583,Muswellbrook,AU,64.24,overcast clouds,-32.2667,150.9,Wayfarer Motel
584,Iberia,US,46.47,light rain,29.9502,-91.7507,back to back rv park
585,Hualmay,PE,74.68,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
586,Oriximina,BR,79.48,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
587,Fianarantsoa,MG,64.09,overcast clouds,-21.4333,47.0833,Soratel
588,Saint-Joseph,RE,77.36,very heavy rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
589,Martinsburg,US,49.46,mist,39.4562,-77.9639,"Holiday Inn Martinsburg, an IHG Hotel"
591,Urucara,BR,77.02,moderate rain,-2.5364,-57.76,Pousada Maria Bonita
592,Nelson Bay,AU,64.29,broken clouds,-32.7167,152.15,Mantra Nelson Bay
594,Alta Floresta,BR,75.63,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
595,Durg,IN,65.53,few clouds,21.1833,81.2833,OYO 37028 Hotel Sheela
596,Quatre Cocos,MU,80.71,moderate rain,-20.2078,57.7625,Sunrise Attitude Hotel
597,Ranong,TH,77.43,scattered clouds,9.9658,98.6348,Tinidee Hotel@Ranong
598,Manali,IN,78.08,clear sky,13.1667,80.2667,Sarathy Lodge
599,Florianopolis,BR,78.26,scattered clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
602,Faya,SA,57.31,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
604,Batticaloa,LK,74.75,clear sky,7.7102,81.6924,Grand Star Guest House
605,Uthal,PK,64.24,clear sky,25.8072,66.6219,Al-Mustafa Hotel
608,Celestun,MX,84.97,clear sky,20.8667,-90.4,Posada Lilia
609,Kimbe,PG,76.28,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
610,Dalbandin,PK,48.16,clear sky,28.8947,64.4101,Gidaan Guest House
612,Los Llanos De Aridane,ES,62.35,clear sky,28.6585,-17.9182,Valle Aridane
613,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
615,Conceicao Do Araguaia,BR,78.37,clear sky,-8.2578,-49.2647,Tarumã Tropical Hotel
617,Beckley,US,57.09,overcast clouds,37.7782,-81.1882,"Country Inn & Suites by Radisson, Beckley, WV"
618,Manaus,BR,82.9,light rain,-3.1019,-60.025,Manaus Hotéis Millennium
622,Yaan,NG,81.88,scattered clouds,7.3833,8.5667,
625,Alamos,MX,64.72,clear sky,27.0167,-108.9333,Luz del Sol
626,Vanimo,PG,77.76,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
627,Koboko,UG,71.82,overcast clouds,3.4136,30.9599,Hotel Diplomat
628,Oildale,US,68.56,clear sky,35.4197,-119.0195,DoubleTree by Hilton Hotel Bakersfield
632,Acarau,BR,80.74,broken clouds,-2.8856,-40.12,castelo pizzaria
633,Isangel,VU,84.31,broken clouds,-19.55,169.2667,Tanna Lodge
637,Shasta Lake,US,66.92,overcast clouds,40.6804,-122.3708,Shasta Dam Motel
638,Soavinandriana,MG,60.42,overcast clouds,-19.1667,46.7333,
639,Jiangyou,CN,40.51,overcast clouds,31.7667,104.7167,Shangping Shuyuan Inn
640,Namibe,AO,73.24,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
641,Kuching,MY,75.42,scattered clouds,1.55,110.3333,The Ranee Boutique Suites
642,Itarema,BR,80.44,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
643,Lujan,AR,78.22,broken clouds,-34.5703,-59.105,Hotel Biarritz
644,Maryville,US,63.73,moderate rain,35.7565,-83.9705,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
645,George Town,MY,80.89,few clouds,5.4112,100.3354,Cititel Penang
646,Iacu,BR,81.18,overcast clouds,-12.7672,-40.2117,Pousada e Restaurante Portal da Chapada
647,Abeche,TD,66.97,clear sky,13.8292,20.8324,Assaleh Hamdan Haroune
650,Maragogi,BR,79.93,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
651,Bedesa,ET,59.95,scattered clouds,8.9,40.7833,
652,Aswan,EG,55.33,clear sky,24.0934,32.907,Nuba Nile
654,Hambantota,LK,73.49,clear sky,6.1241,81.1185,Bungalow 63
655,Bantry,IE,44.08,light rain,51.6833,-9.45,The Maritime Hotel
659,Parole,US,54.25,mist,38.9796,-76.5305,DoubleTree by Hilton Hotel Annapolis
661,Sao Joao Da Barra,BR,74.71,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
662,Dhidhdhoo,MV,80.08,few clouds,6.8833,73.1,Dhidhoo beach
663,Qeshm,IR,60.69,clear sky,26.9581,56.2719,Qeshm Kavan Hotel
